F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,prob1,prob2,classLabel
0,1,1,1,234,14497,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,1,0,0.12,255,255,1,0,0,0,0,0,0,0,1.00E+00,3.81E-04,NoBug
11,11,29,11,1635,387,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,12,10,10,10,10,11,10,11,18,170,10.88,10.25,10.12,10.02,10,10,10,10,0.69218016,0.3123158,Bug
0,1,1,1,232,2367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.18E-04,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.09E-07,NoBug
0,1,1,1,322,680,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,1,0,0.25,6,255,1,0,0.17,0.04,0,0,0,0,1,0.00E+00,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.19666427,0.8033703,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,3.87E-07,Bug
10,12,67,11,55,120,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,14,19,10,10,10,10,11,10,10.44,265,256,10.96,10.01,10,10,10,10,10,10,0.19033524,0.8099015,Bug
11,11,29,11,3180,339,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,12,10,10,10,10,11,10,11,64,49,10.72,10.11,10.02,10,10.02,10,10.09,10.13,0.20442286,0.79546654,NoBug
11,11,29,11,1028,343,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,13,10,10,10,10,11,10,11,11,122,11,10,11,10.02,10,10,10,10,0.19026366,0.8094211,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.19512427,0.8048361,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.19672236,0.8031583,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1,0,NoBug
0,1,1,1,223,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,5.39E-06,NoBug
0,1,1,1,245,662,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,35,0,0,0,0,1,0,0.09,62,255,1,0,0.02,0.01,0,0,0,0,1,0.00E+00,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,262,10.99,10.01,10,10,10,10,10,10,0.18958783,0.8102337,NoBug
20,1,50,1,232,765,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0.5,1,0,179,48,0.27,0.04,0.01,0,0.01,0.02,0.02,0,1.00E+00,1.22E-05,Bug
10,11,11,11,305,763,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,31,32,10,10,10,10,11,10,10.09,206,265,11,10,10.01,10.01,10,10,10,10,0.39597297,0.6051857,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,8.94E-08,NoBug
1,1,19,1,1661,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,172,126,0.37,0.04,0.01,0.02,0.01,0,0.02,0.02,1.00E+00,2.66E-04,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.20377943,0.794184,Bug
10,11,11,11,305,763,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,31,32,10,10,10,10,11,10,10.09,206,265,11,10,10.01,10.01,10,10,10,10,0.20442286,0.79546654,NoBug
0,1,1,1,223,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,71,255,1,0,0.01,0.01,0,0,0,0,1.00E+00,8.94E-07,Bug
10,12,67,11,39,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,11,10,10,10,10,10.5,11,10,20,13,10.3,10.3,10.3,10,10,10,10,10,0.20231879,0.7976181,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,6.85E-07,NoBug
0,1,1,1,243,2211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.79E-07,NoBug
1,1,19,1,1018,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,1,112,1,0,1,0.02,0,0,0,0,1.00E+00,8.17E-06,NoBug
10,11,11,11,257,269,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,32,36,10,10,10,10,11,10,10.12,63,265,11,10,10.02,10.01,10,10,10,10,0.18958783,0.8102337,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,1.38E-05,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,252,0.99,0.01,0,0,0,0,0,0,1.00E+00,1.49E-07,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.20298883,0.7961376,NoBug
0,1,1,1,244,668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,38,255,1,0,0.03,0.01,0,0,0,0,1,0,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,252,0.99,0.01,0,0,0,0,0,0,1.00E+00,5.96E-08,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,5.93E-06,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,7.75E-07,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,1.46E-06,Bug
10,11,11,11,228,271,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,21,42,10,10,10,10,11,10,10.09,265,265,11,10,10,10,10,10,10,10,0.18624008,0.8132745,NoBug
10,11,11,11,323,5391,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,11,265,11,10,11,10.01,10,10,10,10,0.19033524,0.8099015,Bug
0,1,1,1,237,675,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.19E-07,NoBug
0,1,49,1,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,77,33,0.34,0.08,0.34,0.06,0,0,0,0,0.9912182,0.00842085,NoBug
10,11,11,11,250,672,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,61,61,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.20372033,0.7963379,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1,0,Bug
0,1,1,1,245,662,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,35,0,0,0,0,1,0,0.09,62,255,1,0,0.02,0.01,0,0,0,0,1,0,NoBug
10,11,29,11,774,339,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,22,169,10.83,10.25,10.08,10.01,10,10,10,10,0.1961141,0.8028915,Bug
10,11,59,11,8335,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,10,10,10,10,11,10,10,113,64,10.49,10.06,10.49,10.04,10,10,10,10,0.19715545,0.80269784,NoBug
10,11,59,11,894,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,24,49,10.43,10.14,10.43,10.05,10,10,10,10,0.16919228,0.83111787,Bug
10,11,11,11,246,3675,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,41,41,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19984597,0.8001462,Bug
28,1,50,1,859,2586,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,40,4,0.1,0.43,0.03,0,0.03,0,0,0,0.9349426,0.06576827,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.9415418,0.06151122,Bug
10,11,29,11,569,346,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,94,186,10.75,10.08,10.01,10.01,10.01,10.01,10.08,10.05,0.19512427,0.8048361,Bug
10,11,11,11,317,1538,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,17,17,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.18750364,0.8122121,Bug
10,11,11,11,325,1538,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,14,14,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.20283371,0.7970679,NoBug
0,1,1,1,244,668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,38,255,1,0,0.03,0.01,0,0,0,0,1,0,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.62E-06,Bug
10,11,59,11,894,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,24,49,10.43,10.14,10.43,10.05,10,10,10,10,0.18624008,0.8132745,NoBug
10,11,11,11,255,4209,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,18,18,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19795004,0.8020115,Bug
10,11,11,11,307,13797,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,187,265,11,10,10.01,10.01,10,10,10,10,0.20103988,0.7987153,Bug
1,1,19,1,3170,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,54,39,0.72,0.11,0.02,0,0.02,0,0.09,0.13,0.99888855,0.00112328,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.19984597,0.8001462,Bug
10,11,11,11,237,8851,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,23,23,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19339135,0.8066435,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,2.09E-07,NoBug
0,1,1,1,223,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,2.38E-07,NoBug
0,1,1,1,227,8841,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,6.70E-05,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.19512427,0.8048361,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,5.66E-07,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.19651207,0.8037858,NoBug
10,11,11,11,246,3675,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,41,41,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19293478,0.80707926,NoBug
10,11,11,11,327,288,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,13,13,10,10,10,10,11,10,10,202,265,11,10,10.01,10.04,10,10,10,10,0.99187577,0.00808543,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,263,10.99,10.01,10.01,10,10,10,10,10,0.20372033,0.7963379,NoBug
10,11,11,11,228,271,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,21,42,10,10,10,10,11,10,10.09,265,265,11,10,10,10,10,10,10,10,0.19715545,0.80269784,NoBug
10,11,11,11,327,288,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,13,13,10,10,10,10,11,10,10,202,265,11,10,10.01,10.04,10,10,10,10,0.9787895,0.02657017,Bug
0,1,1,1,245,4199,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.34E-04,Bug
1,1,19,1,1661,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,172,126,0.37,0.04,0.01,0.02,0.01,0,0.02,0.02,0.9978397,0.00229436,Bug
10,11,11,11,305,763,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,31,32,10,10,10,10,11,10,10.09,206,265,11,10,10.01,10.01,10,10,10,10,0.19651207,0.8037858,NoBug
10,11,11,11,301,1020,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,22,22,10,10,10,10,11,10,10,22,248,11,10,10.08,10.05,10,10,10,10,0.99684334,0.00321254,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,262,10.99,10.01,10,10,10,10,10,10,0.19293478,0.80707926,NoBug
0,1,29,1,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0.11,0.56,0,25,1,0.04,0.4,0.76,0,0,0,0,0,0.99822736,0.00166431,Bug
0,1,1,1,223,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,71,255,1,0,0.01,0.01,0,0,0,0,1,0,NoBug
10,11,59,11,262,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,19,48,10.33,10.22,10.33,10.08,10,10,10.11,10,0.02829486,0.9716966,Bug
0,1,1,1,246,753,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,0,Bug
10,11,11,11,237,192,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,18,18,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19906855,0.80090237,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.19715545,0.80269784,NoBug
0,1,1,1,240,2172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59,59,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.71E-05,Bug
20,1,50,1,232,765,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0.5,1,0,179,48,0.27,0.04,0.01,0,0.01,0.02,0.02,0,0.9955736,0.00462601,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,265,11,10,10.01,10,10,10,10,10,0.18525362,0.81469166,NoBug
0,1,1,1,235,695,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,0,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,1.00E+00,7.15E-07,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.19529879,0.8039708,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.20103988,0.7987153,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.9860511,0.01765624,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,9.54E-07,NoBug
0,1,1,1,244,668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,38,255,1,0,0.03,0.01,0,0,0,0,1,0,Bug
10,11,11,11,233,195,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,14,14,10,10,10,10,11,10,10,81,265,11,10,10.01,10.01,10,10,10,10,0.99263966,0.00685912,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,8.40E-05,Bug
10,13,65,11,40,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,13,10.01,10.01,10.01,10,10,10,10,10,0.19651207,0.8037858,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.18750364,0.8122121,Bug
0,1,1,1,236,3665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,9.99E-01,4.89E-04,Bug
0,1,1,1,275,525,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,1,0,0.19,2,255,1,0,0.5,0.05,0,0,0,0,1,0,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.19395429,0.8064493,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.35E-06,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,253,0.99,0.01,0,0,0,0,0,0,1.00E+00,5.96E-08,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,262,10.99,10.01,10,10,10,10,10,10,0.19395429,0.8064493,NoBug
10,11,59,11,864,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,10,10,10,10,11,10,10,34,59,10.67,10.08,10.67,10.04,10,10,10,10,0.19906855,0.80090237,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.62E-06,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,1.64E-06,Bug
10,11,11,11,237,192,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,18,18,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19261757,0.8076817,NoBug
0,1,1,1,295,753,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,22,0,0,0,0,1,0,0.09,196,255,1,0,0.01,0.01,0,0,0,0,1,0,Bug
10,11,11,11,332,690,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,16,18,10,10,10,10,11,10,10.25,16,265,11,10,10.17,10.04,10,10,10,10,0.992703,0.00778046,Bug
1,1,19,1,1661,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,172,126,0.37,0.04,0.01,0.02,0.01,0,0.02,0.02,1.00E+00,6.04E-05,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.1885592,0.8117421,NoBug
10,11,29,11,918,340,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,250,111,10.38,10.03,10,10.02,10.01,10,10.01,10.03,0.20377943,0.794184,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.19401994,0.8058652,Bug
0,1,1,1,245,4199,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.08E-04,Bug
0,1,1,1,230,260,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,1,0,0.11,3,255,1,0,0.33,0.07,0.33,0,0,0,1,0,NoBug
10,11,59,11,894,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,24,49,10.43,10.14,10.43,10.05,10,10,10,10,0.18750364,0.8122121,Bug
28,1,50,1,859,2586,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,40,4,0.1,0.43,0.03,0,0.03,0,0,0,0.9033667,0.09077942,Bug
0,1,1,1,227,8841,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.12E-04,NoBug
10,11,11,11,327,288,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,13,13,10,10,10,10,11,10,10,202,265,11,10,10.01,10.04,10,10,10,10,0.19571152,0.80401546,NoBug
10,11,11,11,278,9245,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,15,15,10,10,10,10,11,10,10,68,265,11,10,10.02,10.05,10,10,10,10,0.19395429,0.8064493,NoBug
20,1,50,1,232,765,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0.5,1,0,179,48,0.27,0.04,0.01,0,0.01,0.02,0.02,0,1.00E+00,7.08E-05,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.19293478,0.80707926,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.19571152,0.80401546,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1,0,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.79E-07,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.18750364,0.8122121,Bug
0,1,49,1,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,174,56,0.32,0.03,0.32,0,0,0,0,0,0.9866849,0.01343742,NoBug
0,1,1,1,268,9235,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,58,255,1,0,0.02,0.05,0,0,0,0,1.00E+00,5.89E-05,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,2.35E-06,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,263,10.99,10.01,10,10,10,10,10,10,0.9860511,0.01765624,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19512427,0.8048361,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,3.23E-05,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,3.28E-07,NoBug
11,11,29,11,3180,339,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,12,10,10,10,10,11,10,11,64,49,10.72,10.11,10.02,10,10.02,10,10.09,10.13,0.13168314,0.8681091,Bug
10,11,11,11,301,1020,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,22,22,10,10,10,10,11,10,10,22,248,11,10,10.08,10.05,10,10,10,10,0.2063261,0.79251873,Bug
